id,name,sex,ioc,age,ht,hand,rank,df_mean,1stIn_mean,2ndWon_mean,SvGms_mean,bpSaved_mean,bpFaced_mean,tot_games,winrate,ace_on_service(%),df_on_service(%),point_on_first_service(%),Hard_win(%),Clay_win(%),Grass_win(%),Carpet_win(%),Hard_los(%),Clay_los(%),Grass_los(%),Carpet_los(%),Best_Surface,Worste_Surface,tie_break_rate(%)
105935,Duilio Beretta,Male,PER,25,185,R,1428,1,27,12,8,2,2,1.0,100.0,4.76,2.38,77.78,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,Clay,None,0.0
126502,Luis Diego Chavez Villalpando,Male,ESP,22,185,U,1581,2,43,14,11,3,4,1.0,100.0,5.71,2.86,74.42,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,Clay,None,0.0
138845,Anthony Jackie Tang,Male,HKG,19,185,U,1519,4,41,22,11,4,7,1.0,100.0,7.41,4.94,70.73,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hard,None,100.0
202165,Alberto Lim,Male,PHI,18,185,R,1371,5,37,15,10,4,6,1.0,100.0,13.85,7.69,72.97,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hard,None,0.0
134886,Sharmal Dissanayake,Male,SRI,21,185,R,1455,5,46,9,11,2,7,1.0,100.0,1.52,7.58,56.52,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,Clay,None,0.0
215008,Siyu Chen,Female,CHN,22,177,U,1231,3,43,12,10,3,6,1.0,100.0,2.9,4.35,67.44,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,Clay,None,0.0
202365,Lavinia Tananta,Female,INA,29,177,R,1061,3,42,9,10,2,5,2.0,100.0,1.54,4.62,67.86,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hard,None,0.0
103813,Jarkko Nieminen,Male,FIN,34,185,L,623,2,64,15,16,6,7,1.0,100.0,1.02,2.04,87.5,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,Carpet,None,100.0
200416,August Holmgren,Male,DEN,18,185,R,1476,5,55,21,12,7,8,1.0,100.0,6.74,5.62,69.09,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hard,None,100.0
221004,Amarissa Kiara Toth,Female,HUN,18,177,U,1254,3,43,12,10,3,6,1.0,100.0,2.9,4.35,67.44,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,Clay,None,0.0
208214,Arnaud Bovy,Male,BEL,19,185,L,693,1,66,14,14,1,5,1.0,0.0,5.62,1.12,60.61,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,None,Hard,0.0
207323,Simon Yitbarek,Male,SWE,18,185,U,806,0,38,9,10,1,5,1.0,0.0,3.39,0.0,60.53,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,None,Hard,0.0
105566,Shahin Khaledan,Male,IRI,27,185,R,1331,5,47,18,11,8,12,1.0,0.0,1.14,5.68,61.7,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,None,Hard,0.0
105812,David Agung Susanto,Male,INA,26,185,U,1402,5,52,9,9,6,10,3.0,33.33,4.48,6.73,63.46,33.33,0.0,0.0,0.0,66.67,0.0,0.0,0.0,Hard,Hard,0.0
202462,Yasitha De Silva,Male,SRI,22,185,U,1674,1,37,11,9,2,5,2.0,0.0,9.01,2.7,60.81,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,None,Clay,0.0
200214,Alan Fernando Rubio Fierros,Male,MEX,19,185,U,1585,6,37,12,12,7,14,1.0,0.0,0.0,8.45,56.76,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,None,Hard,0.0
207836,Muzammil Murtaza,Male,PAK,18,185,R,1770,4,33,6,8,2,7,1.0,0.0,7.84,7.84,54.55,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,None,Grass,0.0
138846,Hong Kit Jack Wong,Male,HKG,19,185,R,1164,3,48,8,8,8,12,1.0,0.0,0.0,4.35,58.33,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,None,Hard,0.0
124022,Chun Hun Wong,Male,HKG,22,185,R,978,2,50,16,11,5,6,2.0,0.0,2.68,2.68,66.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,None,Hard,0.0
207400,Mark Chigaazira,Male,ZIM,19,185,R,1322,3,30,7,9,0,3,1.0,0.0,0.0,6.38,66.67,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,None,Hard,0.0
207479,Soufiane El Mesbahi,Male,MAR,17,185,R,1533,6,21,5,8,0,5,1.0,0.0,0.0,14.63,57.14,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,None,Hard,0.0
202157,Amaury Delmas,Male,FRA,20,185,U,1394,6,31,9,8,6,11,1.0,0.0,0.0,10.0,58.06,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,None,Clay,0.0
207368,Mert Alkaya,Male,TUR,17,185,U,1471,2,35,7,8,4,10,1.0,0.0,0.0,3.7,48.57,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,None,Clay,0.0
138431,Darko Bojanovic,Male,BIH,21,185,R,958,1,26,9,8,1,5,1.0,0.0,8.7,2.17,53.85,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,None,Hard,0.0
200062,Boris Fassbender,Male,FRA,20,185,R,1551,2,40,10,7,9,13,1.0,0.0,3.28,3.28,45.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,None,Hard,0.0
215889,Kaitlin Staines,Female,AUS,17,177,U,902,3,43,10,10,4,9,1.0,0.0,1.41,4.23,58.14,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,None,Grass,0.0
203357,Libby Muma,Female,USA,23,177,U,1025,3,43,10,10,4,9,1.0,0.0,1.41,4.23,58.14,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,None,Clay,0.0
215185,Zhou Mingjun,Female,CHN,18,177,U,1234,3,43,10,10,4,9,1.0,0.0,1.41,4.23,58.14,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,None,Hard,0.0
214193,Simona Heinova,Female,CZE,20,177,U,966,3,43,10,10,4,9,1.0,0.0,1.41,4.23,58.14,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,None,Clay,0.0
209866,Grace Leake,Female,USA,27,177,L,1226,3,43,10,10,4,9,2.0,0.0,1.41,4.23,58.14,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,None,Clay,0.0
216240,Anne Marie Medcalf,Female,AUS,19,177,U,1252,3,43,10,10,4,9,3.0,0.0,1.41,4.23,58.14,0.0,0.0,0.0,0.0,66.67,33.33,0.0,0.0,None,Hard,0.0
215507,Livia Kraus,Female,AUT,18,177,U,1174,3,43,10,10,4,9,2.0,0.0,1.41,4.23,58.14,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,None,Clay,0.0
214958,Natalia Nikolopoulou,Female,GRE,17,177,L,1214,3,43,10,10,4,9,4.0,0.0,1.41,4.23,58.14,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,None,Clay,0.0
216063,Tingting Pei,Female,CHN,17,177,U,1063,3,43,10,10,3,8,7.0,14.29,1.62,4.24,59.47,14.29,0.0,0.0,0.0,42.86,42.86,0.0,0.0,Hard,Hard,0.0
216236,Adrienn Horvath,Female,HUN,16,177,R,1230,3,43,10,10,4,9,1.0,0.0,1.41,4.23,58.14,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,None,Clay,0.0
201410,Monique Adamczak,Female,AUS,23,177,R,834,3,43,11,10,3,7,7.0,57.14,2.25,4.29,63.46,28.57,0.0,14.29,14.29,14.29,0.0,14.29,14.29,Hard,Hard,14.29
202231,Shiho Hisamatsu,Female,JPN,23,177,R,1034,3,43,10,10,4,9,2.0,0.0,1.41,4.23,58.14,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,None,Hard,0.0
216042,Sunae Ji,Female,KOR,19,177,U,1225,3,43,10,10,4,9,1.0,0.0,1.41,4.23,58.14,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,None,Hard,0.0
215305,Desirae Krawczyk,Female,USA,23,170,L,1033,3,43,10,10,3,8,3.0,33.33,1.9,4.27,61.24,33.33,0.0,0.0,0.0,66.67,0.0,0.0,0.0,Hard,Hard,0.0
211915,Talya Zandberg,Female,ISR,20,177,U,1252,3,43,10,10,4,9,2.0,0.0,1.41,4.23,58.14,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,None,Hard,0.0
213954,Sara Marcionni,Female,ITA,27,177,R,1210,3,43,10,10,4,9,2.0,0.0,1.41,4.23,58.14,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,None,Clay,0.0
215049,Michela Xibilia,Female,ITA,19,177,U,1184,3,43,10,10,4,9,4.0,0.0,1.41,4.23,58.14,0.0,0.0,0.0,0.0,0.0,75.0,0.0,25.0,None,Clay,0.0
216143,Alessia Di Pietro,Female,ITA,19,177,U,1214,3,43,10,10,4,9,4.0,0.0,1.41,4.23,58.14,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,None,Clay,0.0
215193,Anda Karanusic,Female,CRO,16,177,U,1143,3,43,10,10,3,8,5.0,20.0,1.7,4.25,60.0,0.0,20.0,0.0,0.0,0.0,80.0,0.0,0.0,Clay,Clay,0.0
214487,Ioana Minca,Female,ROU,18,177,U,1097,3,43,10,10,3,8,6.0,33.33,1.9,4.27,61.24,0.0,33.33,0.0,0.0,0.0,66.67,0.0,0.0,Clay,Clay,16.67
214710,Valerie Quiceno,Female,USA,19,177,U,1252,3,43,10,10,4,9,4.0,0.0,1.41,4.23,58.14,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,None,Hard,0.0
215871,Laylo Bahodyrova,Female,UZB,18,177,U,1226,3,43,10,10,4,9,3.0,0.0,1.41,4.23,58.14,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,None,Clay,0.0
216371,Daria Solovyeva,Female,RUS,17,177,U,1213,3,43,10,10,4,9,5.0,0.0,1.41,4.23,58.14,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,None,Clay,0.0
215338,Ioana Gheorghita,Female,ROU,19,177,U,1214,3,43,10,10,4,9,1.0,0.0,1.41,4.23,58.14,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,None,Clay,0.0
215442,Zinovia Vaneva,Female,BUL,18,177,U,1214,3,43,10,10,3,8,4.0,25.0,1.77,4.26,60.47,0.0,25.0,0.0,0.0,0.0,75.0,0.0,0.0,Clay,Clay,25.0
201416,Alona Bondarenko,Female,UKR,23,182,R,1171,3,43,10,10,4,9,2.0,0.0,1.41,4.23,58.14,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,None,Hard,0.0
208733,Magdalena Ekert,Female,POL,29,177,R,1228,3,43,10,10,4,9,2.0,0.0,1.41,4.23,58.14,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,None,Hard,0.0
214779,Sara Daavettila,Female,USA,19,177,U,1040,3,43,11,10,3,7,2.0,50.0,2.14,4.29,62.79,50.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,Hard,Hard,0.0
200764,Elena Bovina,Female,RUS,23,189,R,596,3,43,10,10,3,7,15.0,46.67,2.09,4.28,62.48,46.67,0.0,0.0,0.0,46.67,6.67,0.0,0.0,Hard,Hard,13.33
214873,Victoria Flores,Female,USA,18,177,U,911,3,43,10,10,3,8,3.0,33.33,1.9,4.27,61.24,33.33,0.0,0.0,0.0,66.67,0.0,0.0,0.0,Hard,Hard,0.0
214565,Farah Yasser Abd El Wahab,Female,EGY,19,177,U,1120,3,43,10,10,4,9,6.0,0.0,1.41,4.23,58.14,0.0,0.0,0.0,0.0,33.33,66.67,0.0,0.0,None,Clay,0.0
216273,Yulia Starodubtsewa,Female,UKR,17,177,U,1120,3,43,10,10,3,8,7.0,28.57,1.83,4.26,60.8,28.57,0.0,0.0,0.0,42.86,28.57,0.0,0.0,Hard,Hard,0.0
214595,Giorgia Testa,Female,ITA,19,177,U,1026,3,43,10,10,3,8,10.0,20.0,1.7,4.25,60.0,0.0,20.0,0.0,0.0,0.0,80.0,0.0,0.0,Clay,Clay,0.0
201384,Chia Jung Chuang,Female,TPE,23,177,R,746,5,31,11,8,5,11,1.0,0.0,1.69,8.47,45.16,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,None,Hard,0.0
201653,Ellen Allgurin,Female,SWE,23,177,R,801,3,41,9,9,3,8,11.0,27.27,1.63,4.88,60.04,9.09,18.18,0.0,0.0,36.36,36.36,0.0,0.0,Clay,Hard,9.09
203550,Brianna Morgan,Female,USA,23,177,U,548,2,42,10,10,3,7,10.0,40.0,1.88,4.2,62.03,0.0,40.0,0.0,0.0,0.0,50.0,10.0,0.0,Clay,Clay,10.0
202477,Dinah Pfizenmaier,Female,GER,25,177,R,846,3,43,10,10,4,9,1.0,0.0,1.41,4.23,58.14,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,None,Hard,0.0
201584,Ksenia Pervak,Female,KAZ,25,170,L,844,5,49,11,11,6,10,2.0,0.0,0.65,6.49,60.61,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,None,Hard,0.0
215228,Cameron Morra,Female,USA,17,177,U,1219,2,54,11,12,6,13,2.0,0.0,0.62,2.5,50.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,None,Hard,0.0
202841,Alicja Rosolska,Female,POL,30,177,R,857,5,35,9,9,6,12,5.0,0.0,1.83,8.84,52.25,0.0,0.0,0.0,0.0,80.0,0.0,20.0,0.0,None,Hard,0.0
214124,Anastasia Bukhanko,Female,RUS,26,177,U,1235,3,43,10,10,4,9,1.0,0.0,1.41,4.23,58.14,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,None,Hard,0.0
211680,Camila Tumosa,Female,ARG,18,177,U,1222,3,43,10,10,4,9,1.0,0.0,1.41,4.23,58.14,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,None,Clay,0.0
203547,Zuzana Zalabska,Female,CZE,30,177,R,858,3,43,11,10,3,7,3.0,66.67,2.39,4.31,64.34,0.0,66.67,0.0,0.0,0.0,33.33,0.0,0.0,Clay,Clay,0.0
215287,Alina Kislitskaya,Female,RUS,16,177,U,1259,3,43,10,10,4,9,2.0,0.0,1.41,4.23,58.14,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,None,Hard,0.0
214221,Ralina Kalimullina,Female,RUS,20,177,U,1189,3,43,10,10,4,9,1.0,0.0,1.41,4.23,58.14,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,None,Hard,0.0
211489,Maria Agustina De Carli,Female,ARG,19,177,R,1280,3,43,10,10,4,9,3.0,0.0,1.41,4.23,58.14,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,None,Clay,0.0
206341,Maria Constanza De Las Mercedes Vega,Female,ARG,20,177,U,1030,3,43,11,10,3,7,10.0,60.0,2.29,4.3,63.72,0.0,60.0,0.0,0.0,0.0,40.0,0.0,0.0,Clay,Clay,20.0
202393,Andrea Koch Benvenuto,Female,CHI,30,177,R,713,3,43,11,10,3,7,11.0,54.55,2.21,4.29,63.21,9.09,45.45,0.0,0.0,0.0,45.45,0.0,0.0,Clay,Clay,0.0
211932,Vivian Zlatanova,Female,BUL,18,177,R,844,3,43,10,10,4,9,2.0,0.0,1.41,4.23,58.14,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,None,Hard,0.0
210294,Malika Rose,Female,USA,24,177,R,1185,3,43,10,10,4,9,1.0,0.0,1.41,4.23,58.14,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,None,Hard,0.0
211234,Deria Nur Haliza,Female,INA,19,177,R,1185,2,40,9,9,3,7,3.0,33.33,1.05,3.66,58.68,33.33,0.0,0.0,0.0,0.0,66.67,0.0,0.0,Hard,Clay,0.0
214968,Laura Sofia Rico Garcia,Female,COL,16,177,U,1139,3,43,10,10,4,9,3.0,0.0,1.41,4.23,58.14,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,None,Clay,0.0
215013,Marcelina Podlinska,Female,POL,17,177,U,1246,3,43,10,10,4,9,3.0,0.0,1.41,4.23,58.14,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,None,Clay,0.0
214894,Tereza Prochazkova,Female,CZE,17,177,U,957,3,43,11,10,3,7,29.0,51.72,2.17,4.29,62.95,6.9,44.83,0.0,0.0,6.9,41.38,0.0,0.0,Clay,Clay,10.34
215191,Sabina Machalova,Female,CZE,18,177,R,1096,3,43,10,10,3,8,13.0,30.77,1.86,4.26,61.0,7.69,23.08,0.0,0.0,15.38,53.85,0.0,0.0,Clay,Clay,0.0
214871,Ekaterina Korzhova,Female,RUS,16,177,U,1285,3,43,10,10,4,9,1.0,0.0,1.41,4.23,58.14,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,None,Clay,0.0
223076,Elizabeth James,Female,AUS,21,177,R,1159,3,43,10,10,3,7,5.0,40.0,1.99,4.27,61.86,0.0,40.0,0.0,0.0,0.0,60.0,0.0,0.0,Clay,Clay,0.0
214259,Valeriya Denisenko,Female,RUS,16,177,U,1294,3,43,10,10,4,9,1.0,0.0,1.41,4.23,58.14,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,None,Hard,0.0
204370,Julie Noe,Female,DEN,19,177,R,1094,3,43,10,10,4,9,1.0,0.0,1.41,4.23,58.14,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,None,Hard,0.0
204336,Cecilie Lundgaard Melsted,Female,DEN,21,177,U,1160,3,43,10,10,4,9,2.0,0.0,1.41,4.23,58.14,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,None,Hard,0.0
215300,Karolina Snita,Female,POL,20,177,U,1294,3,43,10,10,4,9,1.0,0.0,1.41,4.23,58.14,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,None,Hard,0.0
214602,Jovana Knezevic,Female,CYP,17,177,U,1204,3,43,10,10,4,9,2.0,0.0,1.41,4.23,58.14,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,None,Hard,0.0
216079,Ran Meng,Female,CHN,23,177,U,1002,2,42,10,9,4,8,18.0,27.78,1.91,4.22,60.63,27.78,0.0,0.0,0.0,72.22,0.0,0.0,0.0,Hard,Hard,5.56
215438,Cindy Castille,Female,FRA,18,177,U,1253,3,43,10,10,3,8,12.0,16.67,1.65,4.25,59.69,8.33,8.33,0.0,0.0,41.67,41.67,0.0,0.0,Hard,Hard,8.33
215727,Daria Orichkevitch,Female,UKR,17,177,U,1155,3,43,10,10,3,8,5.0,20.0,1.7,4.25,60.0,20.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,Hard,Hard,0.0
213648,Ahlam Shawkat,Female,EGY,18,177,U,1255,3,43,10,10,3,8,4.0,25.0,1.77,4.26,60.47,0.0,25.0,0.0,0.0,0.0,75.0,0.0,0.0,Clay,Clay,0.0
215751,Mayar Eltony,Female,EGY,19,177,U,1221,3,43,10,10,3,8,6.0,16.67,1.65,4.25,59.69,16.67,0.0,0.0,0.0,50.0,33.33,0.0,0.0,Hard,Hard,0.0
211302,Eugenie Chapelle,Female,BEL,20,177,U,1131,3,43,10,10,4,9,1.0,0.0,1.41,4.23,58.14,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,None,Clay,0.0
214701,Natalia Serrano Garcia,Female,ESP,19,177,R,1105,3,43,10,10,4,9,1.0,0.0,1.41,4.23,58.14,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,None,Clay,0.0
215369,Blanca Puig Caballero,Female,ESP,17,177,U,904,3,43,10,10,4,9,2.0,0.0,1.41,4.23,58.14,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,None,Clay,0.0
214216,Marta Huqi Gonzalez Encinas,Female,ESP,17,177,U,844,3,43,10,10,3,8,8.0,25.0,1.77,4.26,60.47,25.0,0.0,0.0,0.0,37.5,37.5,0.0,0.0,Hard,Hard,0.0
201412,Anastasia Yakimova,Female,BLR,29,182,R,1143,3,43,10,10,3,7,8.0,37.5,1.96,4.27,61.63,0.0,37.5,0.0,0.0,12.5,50.0,0.0,0.0,Clay,Clay,12.5
210439,Ella Leivo,Female,FIN,21,177,U,1208,3,43,11,10,3,7,2.0,50.0,2.14,4.29,62.79,0.0,50.0,0.0,0.0,0.0,50.0,0.0,0.0,Clay,Clay,0.0
211755,Laura Gulbe,Female,LAT,21,177,U,1055,3,43,11,10,3,7,2.0,50.0,2.14,4.29,62.79,0.0,50.0,0.0,0.0,0.0,50.0,0.0,0.0,Clay,Clay,0.0
211960,Lilla Barzo,Female,HUN,19,177,U,494,3,43,11,10,3,7,5.0,60.0,2.29,4.3,63.72,60.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,Hard,Hard,0.0
203364,Tatiana Bua,Female,ARG,26,177,L,1008,3,43,11,10,3,6,4.0,75.0,2.52,4.32,65.12,0.0,75.0,0.0,0.0,0.0,25.0,0.0,0.0,Clay,Clay,0.0
211044,Paula Andrea Perez Garcia,Female,COL,20,177,R,1263,3,43,10,10,4,9,5.0,0.0,1.41,4.23,58.14,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,None,Clay,0.0
211334,Charlotte Klasen,Female,GER,20,177,U,978,3,43,11,10,3,7,2.0,50.0,2.14,4.29,62.79,50.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,Hard,Hard,0.0
214411,Savannah Sills,Female,GBR,18,177,R,1157,3,43,10,10,4,9,1.0,0.0,1.41,4.23,58.14,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,None,Hard,0.0
201560,Kinnie Laisne,Female,FRA,26,177,R,491,3,43,10,10,4,9,4.0,0.0,1.41,4.23,58.14,0.0,0.0,0.0,0.0,75.0,25.0,0.0,0.0,None,Hard,0.0
202661,Lucy Brown,Female,GBR,23,177,R,1240,3,43,10,10,4,9,4.0,0.0,1.41,4.23,58.14,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,None,Hard,0.0
203427,Lena Marie Hofmann,Female,GER,25,177,R,1103,3,43,10,10,4,9,1.0,0.0,1.41,4.23,58.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,None,Carpet,0.0
205700,Emma Flood,Female,NOR,25,177,U,741,3,43,10,10,4,9,3.0,0.0,1.41,4.23,58.14,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,None,Hard,0.0
204263,Janina Toljan,Female,AUT,26,177,R,1206,3,43,10,10,4,9,1.0,0.0,1.41,4.23,58.14,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,None,Hard,0.0
204428,Miriam Civera Lima,Female,ESP,20,177,U,1105,3,43,10,10,3,8,10.0,30.0,1.85,4.26,60.93,10.0,20.0,0.0,0.0,20.0,50.0,0.0,0.0,Clay,Clay,0.0
214026,Natalija Sipek,Female,SLO,19,177,U,636,3,43,10,10,3,8,9.0,22.22,1.73,4.25,60.21,22.22,0.0,0.0,0.0,77.78,0.0,0.0,0.0,Hard,Hard,0.0
213593,Ksenia Dmitrieva,Female,RUS,19,177,R,1039,3,43,10,10,4,9,3.0,0.0,1.41,4.23,58.14,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,None,Hard,0.0
211030,Dominique Covington,Female,GBR,21,177,R,1253,3,43,10,10,4,9,3.0,0.0,1.41,4.23,58.14,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,None,Hard,0.0
215894,Alexandra Pisareva,Female,UKR,16,177,U,1246,3,43,10,10,4,9,4.0,0.0,1.41,4.23,58.14,0.0,0.0,0.0,0.0,75.0,25.0,0.0,0.0,None,Hard,0.0
205796,Chun Yan He,Female,CHN,23,177,L,1155,3,43,10,10,4,9,1.0,0.0,1.41,4.23,58.14,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,None,Hard,0.0
215010,Yijia Shao,Female,CHN,19,177,U,993,3,43,10,10,3,8,10.0,30.0,1.85,4.26,60.93,0.0,30.0,0.0,0.0,10.0,60.0,0.0,0.0,Clay,Clay,10.0
210192,Shweta Rana,Female,IND,23,177,R,1132,3,43,10,10,3,8,15.0,20.0,1.7,4.25,60.0,13.33,6.67,0.0,0.0,53.33,26.67,0.0,0.0,Hard,Hard,6.67
206104,Sharmada Balu,Female,IND,23,177,R,900,3,43,10,10,3,8,13.0,30.77,1.86,4.26,61.0,30.77,0.0,0.0,0.0,69.23,0.0,0.0,0.0,Hard,Hard,0.0
213726,May Kimhi,Female,ISR,17,177,U,1017,3,43,10,10,4,9,1.0,0.0,1.41,4.23,58.14,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,None,Hard,0.0
210636,Saray Sterenbach,Female,ISR,21,177,R,713,3,43,10,10,4,9,1.0,0.0,1.41,4.23,58.14,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,None,Hard,0.0
211917,Alona Puskkarevsky,Female,ISR,19,177,U,1020,3,43,10,10,4,9,1.0,0.0,1.41,4.23,58.14,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,None,Hard,0.0
205651,Ester Masuri,Female,ISR,26,177,R,997,3,43,10,10,3,8,5.0,20.0,1.7,4.25,60.0,20.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,Hard,Hard,0.0
213624,Anna Bogoslavets,Female,UKR,18,177,U,1259,3,43,10,10,4,9,1.0,0.0,1.41,4.23,58.14,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,None,Hard,0.0
215523,Adva Dabah,Female,ISR,15,177,U,1239,3,43,10,10,4,9,1.0,0.0,1.41,4.23,58.14,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,None,Hard,0.0
214645,Anastasiya Shleptsova,Female,BLR,20,177,R,1067,3,43,10,10,3,8,6.0,16.67,1.65,4.25,59.69,16.67,0.0,0.0,0.0,66.67,16.67,0.0,0.0,Hard,Hard,16.67
214464,Shir Azran,Female,ISR,18,177,U,1143,3,43,10,10,4,9,2.0,0.0,1.41,4.23,58.14,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,None,Hard,0.0
215150,Shelly Krolitzky,Female,ISR,17,177,U,1170,3,43,10,10,3,7,5.0,40.0,1.99,4.27,61.86,40.0,0.0,0.0,0.0,40.0,20.0,0.0,0.0,Hard,Hard,0.0
213723,Sean Lodzki,Female,ISR,17,177,U,1255,3,43,10,10,4,9,2.0,0.0,1.41,4.23,58.14,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,None,Hard,0.0
215795,Lauryn John Baptiste,Female,GBR,17,177,U,1084,3,43,10,10,3,8,7.0,28.57,1.83,4.26,60.8,28.57,0.0,0.0,0.0,71.43,0.0,0.0,0.0,Hard,Hard,14.29
206245,Ofri Lankri,Female,ISR,25,177,U,1151,3,43,11,10,3,7,13.0,53.85,2.2,4.29,63.15,53.85,0.0,0.0,0.0,46.15,0.0,0.0,0.0,Hard,Hard,7.69
206207,Francesca Palmigiano,Female,ITA,21,177,U,1031,3,43,10,10,4,9,2.0,0.0,1.41,4.23,58.14,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,None,Hard,0.0
211811,Deborah Cruciani,Female,ITA,20,177,U,1225,3,43,10,10,4,9,2.0,0.0,1.41,4.23,58.14,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,None,Clay,0.0
215967,Sasa Klanecek,Female,SLO,18,177,U,1098,3,43,10,10,3,8,19.0,26.32,1.79,4.26,60.59,5.26,21.05,0.0,0.0,36.84,36.84,0.0,0.0,Clay,Hard,0.0
